,Title,Review,Rating
169,The Photograph,"The American black experience has been the definition of pain; however, we do experience joy, fun, and love like every other race. We also experience success, and that is silently the most powerful element of The Photograph.",fresh
170,The Photograph,"It is so good. It is so lovely, and beautifully acted, [and] gorgeously shot.",fresh
171,The Photograph,It's a little too soft and soupy.,rotten
172,The Photograph,"Love, romantic or otherwise, is complicated. The Photograph reminds us that familial love is the root of how we love others.",fresh
173,The Photograph,"For a Valentine's trip to the movies, you couldn't wish for a hotter and more talented pair of lovers than Issa Rae and LaKeith Stanfield. Too bad the movie snuffs out their spark with cliches and over-complicated flashbacks.",fresh
174,The Photograph,"The difficult decisions that people make when it comes to love, family and careers are languidly pondered over, pinning together the two timelines, as they play out to reveal secrets and heartache.",fresh
175,The Photograph,The chemistry between Rae and Stanfield is ultimately lost amid the choices to embellish in aesthetic than to dive into the true heart of the story.,rotten
176,The Photograph,"I was afraid I was in for a sappy romance. The Photograph, written and directed by Stella Meghie, turned out to be decidedly romantic and not at all sappy. It's beautiful to watch (and not just because of its unusually handsome stars).",fresh
177,The Photograph,Chances are audiences will fall in love with the stars' relaxed and natural chemistry. It's just a shame their romance is trapped in a movie as staid as this one.,rotten
178,The Photograph,Director/screenwriter Stella Meghie is a skilled storyteller who has delivered a modern love story that works.,fresh
179,The Photograph,"You don't need to bring a handkerchief into the theatre for fear of ocular leakage, but The Photograph's modestly hopeful denouement is, truly, picture perfect.",fresh
180,Dolittle,"There's a lot of big name voices in Dolittle, the whimsical new adventure starring Robert Downey Jr. as the famed doc who talks to animals, but unfortunately they are as wasted as one might expect.",rotten
181,Dolittle,"It's symptomatic of an awkward, unwieldy movie that has lots of material to show you and lots of surface distractions, but nothing at all to say.",rotten
182,Dolittle,"It really is horribly inert, and every time Downey opens his mouth to say something unintelligible, the film dies a bit more.",rotten
183,Dolittle,"It is with deep and abiding regret that we report the passing of Robert Downey, Jr. - one of the last of his generation of trailblazers - over to the dark side.",rotten
184,Dolittle,"Another Doctor Dolittle adaptation, another apology owing to the animal kingdom.",rotten
185,Dolittle,"Of course, it's just a children's film. But silly plots often are silly because they're taking the cultural path of least resistance...",rotten
186,Dolittle,A bore that will struggle to entertain the youngest of audience members.,rotten
187,Dolittle,Dolittle is the worst kind of mess: a boring one.,rotten
188,Dolittle,"It's for the kids, and it wasn't a strong script at all... and a lot of the jokes fell flat.",rotten
189,Dolittle,The degree to which Dolittle eventually winds up alienating the viewer is actually rather surprising...,rotten
190,Dolittle,Do little to see this CGI train wreck.,rotten
191,Dolittle,This nothingness doesn't even have the good grace to be a bad movie. The low-point of every single career involved.,rotten
192,Portrait of a Lady on Fire (Portrait de la jeune fille en feu),"This is a film about looking, female looking specifically.",fresh
193,Portrait of a Lady on Fire (Portrait de la jeune fille en feu),"It's an all-in effort, and Sciamma has created something of a masterwork. It's a deeply layered story - a brush-up on the story of Orpheus and Eurydice wouldn't hurt - with themes that transcend era and setting. This girl is on fire.",fresh
194,Portrait of a Lady on Fire (Portrait de la jeune fille en feu),It is one of the most one of the most gorgeous films you will ever see in your life. Every single frame of it is like a picture that you want to hang in your home and it is just devastatingly romantic and sad and sexy and beautiful.,fresh
195,Portrait of a Lady on Fire (Portrait de la jeune fille en feu),It's a masterpiece.,fresh
196,Portrait of a Lady on Fire (Portrait de la jeune fille en feu),"You've never seen another movie quite like this. In its quiet gaze, love becomes art.",fresh
197,Portrait of a Lady on Fire (Portrait de la jeune fille en feu),"The sheer beauty of the storytelling would be remarkable even if the performances, which are both period-apt and urgently contemporary, weren't just as remarkable.",fresh
198,Portrait of a Lady on Fire (Portrait de la jeune fille en feu),"""A man looks, he sees, he reacts,"" Hitchcock once said... What if the person doing the looking is a woman? Céline Sciamma's elegantly conceived and exquisitely executed Portrait of a Lady on Fire... supplies an answer.",fresh
199,Portrait of a Lady on Fire (Portrait de la jeune fille en feu),Portrait of a Lady on Fire builds from embers into a raging inferno of emotion in one of the best romance films in ten years.,fresh
200,Portrait of a Lady on Fire (Portrait de la jeune fille en feu),"Portrait of a Lady on Fire, more than being one of the greatest lesbian romances, is a beautiful film about artistic labor and the social contexts that uplift some artists above others.",fresh
201,Portrait of a Lady on Fire (Portrait de la jeune fille en feu),Director Celine Sciamma has crafted an impeccably tasteful and rather moving love story.,fresh
202,Portrait of a Lady on Fire (Portrait de la jeune fille en feu),"In terms of modern sexual politics, it's a pointed celebration of how some female lovers look, see, understand, empathize and argue with, and touch each other.",fresh
203,Portrait of a Lady on Fire (Portrait de la jeune fille en feu),"Portrait of a Lady on Fire explores the permanence of art and the fleeting nature of love, but it also, to my pleasant surprise, touches on elements of female mysticism and magic that were completely unexpected but perfect for the story.",fresh
204,Knives Out,"At a time when mainstream movies aspire to be taken seriously, Knives Out sets out to be nothing more than comfort food.",fresh
205,Knives Out,"""Knives Out,"" in the end, believes earnestly in the whodunit, it just wants to turn it inside out. To say more about that would spoil the fun. But keep an eye here, and elsewhere, on de Armas.",fresh
206,Knives Out,"Knives Out deserves to be explored as a world of it own, as Johnson balances moral conscience and black humor expertly within the constraints of the murder-mystery genre.",fresh
207,Knives Out,"There's a great deal of lively and funny shenanigans with poisons and antidotes, and Johnson delivers a stab of cheerful cynicism.",fresh
208,Knives Out,"An entertainment that's as smart, witty, stylish and exhilarating as any movie lover could wish for.",fresh
209,Knives Out,"I suspect that Johnson, an adolescent genre enthusiast to his core, has waited since age 10 to make a movie like this. His enjoyment is contagious, even for those of us who don't think Knives Out quite hits its marks.",fresh
210,Knives Out,I love a good murder-mystery thats well-acted and well-paced. Daniel Craig was amazing.,fresh
211,Knives Out,"It looked great, on top of the fact that the story was so interesting, and kept you glued to your seat...",fresh
212,Knives Out,...it could be seen as a big-budget Jonathan Creek special - and is probably Johnson's least interesting film - the quality of the performances combine with the richness of the production design &amp; Rian Johnson's style to deliver something more memorable.,fresh
213,Knives Out,The ensemble was great.,fresh
214,Knives Out,"It knew what genre it was taking on and it simultaneously achieved greatness in that, but also fully meta parodied it at the same time.",fresh
215,Knives Out,"The entire cast is great, and the whole movie is often hilarious. This isn't your average murder mystery...",fresh
216,Little Women,"What's enjoyable about this version of Little Women is its fusion of solitude and warmth -- the pleasures found in the company of others, and the vitality of keeping one's own.",fresh
217,Little Women,Greta Gerwig has made another good one.,fresh
218,Little Women,'Little Women' deserves to be a big hit.,fresh
219,Little Women,"After a slightly rough start, LITTLE WOMEN blends the technical and narrative elements of the film to move and amuse. Much like the life of the sisters, it is a multi-faceted story ripped from the pages of a real and complicated set of experiences.",fresh
220,Little Women,"Little Women proves an empowering remake, embracing Greta Gerwig's charm and quick-witted charisma.",fresh
221,Little Women,"At its heart, Little Women is a coming-of-age story and an adventure story...adventurous but soft...you leave happy and satisfied with the storytelling.",fresh
222,Little Women,"the story's emotional highs and lows (what many often dismiss as ""sentimental"") emanate from a warm sense of human understanding that even the most rank of commercial interests can't dilute",fresh
223,Little Women,"Marked by strong performances and endearing characters, Little Women is a relevant retelling of a classic bestseller that is as poetic as it is real.",fresh
224,Little Women,Greta Gerwig's 21st century re-imagining of the classic tale of sisterhood during the American Civil War is as graceful and intelligent as one could reasonably expect.,fresh
225,Little Women,"Greta Gerwig, known for her wit and charm, conjured a universe that while witty, and charming, lacks depth and that enduring quality.",rotten
226,Little Women,"Period drama comfort food, with no expense spared in the A-list cast and budget. Some of the characters even suspiciously look like they stepped out of a Chanel advert.",fresh
227,Little Women,No wonder Jo and Amy in all their ambiguities are the ones who leave the strongest impression and offer Saoirse Ronan and Florence Pugh respectively the opportunity to invest in and dig into their characters with relish.,fresh
228,Star Wars: The Rise of Skywalker,"Eight films, 20 hours and hundreds of nostalgic moments have lead up to ""The Rise of Skywalker""... It's too much for a single film to juggle, and not even the Force can pull it off.",rotten
229,Star Wars: The Rise of Skywalker,"It doesn't do anything new or even terribly distinctive, but maybe it didn't have to. It just had to be good enough to stick the landing, and it does that.",fresh
230,Star Wars: The Rise of Skywalker,"You sense in this film, J.J. [Abrams] shrinking that world... Everything in this franchise feels like a take back.",rotten
231,Star Wars: The Rise of Skywalker,"The Rise of Skywalker entertains, it elicits laughters, and it makes you feel even as you snicker at some predictably basic and occasionally nonsensical story decisions.",fresh
232,Star Wars: The Rise of Skywalker,"If you disliked ""The Last Jedi"" (like I did), you'll like - but probably not love - ""The Rise of Skywalker."" If you liked ""The Last Jedi,"" this review might not be for you.",fresh
233,Star Wars: The Rise of Skywalker,"When we meet up with brash pilot Poe, he's lightspeed-skipping his way out of trouble, and Abrams is in much the same mode, whisking you from one thing to the next before you have much time to think or feel anything in response.",rotten
234,Star Wars: The Rise of Skywalker,"This is Star Wars broken under the weight of its own importance, eating its own tail for lack of any original voices to better nourish it. It's nothing short of a tragedy.",rotten
235,Star Wars: The Rise of Skywalker,"I haven't walked out of a franchise movie this disappointed in a while...like, was that the ending of Star Wars? Literally, like...whoever has these new movies, they have an uphill battle.",rotten
236,Star Wars: The Rise of Skywalker,"If this new series is coming, they need to take some risks and stick to it...backtracking like this does no service to the genre.",rotten
237,Star Wars: The Rise of Skywalker,It's pretty superficial.,rotten
238,Star Wars: The Rise of Skywalker,"It plays like a re-run, warming over the familiar franchise teams...plagued by lazy writing and narrative freak-outs, and it's really not entertaining.",rotten
239,Star Wars: The Rise of Skywalker,"Star Wars ends with a whimper, not the royal farewell the franchise deserved.",rotten
240,Frozen II,"Frozen II is a worthy follow-up with enough heart, action, and music to entertain younger and older viewers alike.",fresh
241,Frozen II,"[Some] sequences have a gleam and a rhythm to them that encapsulates Disney animation at its purest and most sinuous. The film itself doesn't hit that sweet spot that makes Pixar animations, for example, fun for adults as well as their children.",fresh
242,Frozen II,"...one of the most beautifully animated films of the decade, filled with stunning visual pyrotechnics and incredible attention to detail.",fresh
243,Frozen II,"Because the first movie generated such a bracing gust of enthusiasm, Frozen 2 will inevitably be nitpicked and judged against those lofty standards. Still, there's plenty to enjoy for those willing to chill out, and yes, let the past go.",fresh
244,Frozen II,"It's what you expect from the characters and world, and it gets the job done. But the most enthusiasm one can muster for ""Frozen II"" is it's perfectly adequate, unlikely to create a seismic cultural shift like its predecessor.",fresh
245,Frozen II,Not much gain against a good deal of loss.,rotten
246,Frozen II,A distressingly unnecessary (and fairly tedious) sequel...,rotten
247,Frozen II,Frozen II is the exact kind of sequel that more film series need: it takes chances (within the framework of a Disney animated feature)...,fresh
248,Frozen II,[A]n ultimately satisfying story of more mature themes for an audience that's grown out of the dress-up stage.,fresh
249,Frozen II,should be applauded for taking its own route while maintaining much of what made the original so enjoyable and memorable,fresh
250,Frozen II,"I sincerely appreciated the respect paid toward the Northuldra. The fictional Indigenous tribe based on Sámi culture. A fun and magical film, but way too many songs.",fresh
251,Frozen II,"It makes the world of Frozen feel infinite, even if the characters and the story make it feel like it's a small world after all. Perhaps I should just let it go.",rotten
252,The Lodge,The most powerful moments in The Lodge are supplied by the fine performances from the trio of actors with the most screen time.,fresh
253,The Lodge,"Co-directors Severin Fiala and Veronika Franz know how to paint a bleak existence for their characters. It's an impressive English-language debut for them, even if they offer the final answers to their disturbing cinematic parable a bit too soon.",fresh
254,The Lodge,"The Lodge takes everyday family dysfunction and cranks the knob to 11, and the result is a postmodern fairy tale that brilliantly churns our contemporary fears and phobias into something resembling a 21st-century Hansel and Gretel.",fresh
255,The Lodge,"This exasperating movie is so obnoxious it could be deliberately trolling us. Wants to have its ambiguous cake and eat it, too, smothered in a gloomy frosting. *extremely pinches nose in despair*",rotten
256,The Lodge,A great exercise on terror that regards no mercy for a viewer who feels comfortable with the basic premise. [Full review in Spanish].,fresh
257,The Lodge,"A haunting, expertly-made psychological thriller that proves ""Goodnight Mommy"" was no fluke.",fresh
258,The Lodge,"If atmospheric, slow-burn horror is your thing -- The Lodge is definitely for you!",fresh
259,The Lodge,"With Danny Bensi and Saunder Jurriaans' unpredictable musical score keeping the viewer continually on edge with its sudden strings and pealing bells, this also benefits greatly from daringly long sequences that prove almost completely silent.",fresh
260,The Lodge,"Franz and Fiala are superb at creating mood in this atmospheric setting, with an insinuating score helping ratchet up the tension with each new revelation. The scares are honest, with nary a cheap jump scare in sight.",fresh
261,The Lodge,"Franz and Fiala made precisely the movie they wanted to make with skill, and they were backed up by a studio that supported their vision, no matter how bleak and wintry that vision might be.",fresh
262,The Lodge,"The narrative progresses slowly, allowing the unrest to settle over the picture and dig its claws deep into everyone's psyche.",fresh
263,The Lodge,"In a cabin-fever story otherwise drenched in foreboding, Keough's hint of eccentricity provides a little freshness against which to leverage inevitable doom.",fresh
264,Jojo Rabbit,"The tonal shifts in Jojo Rabbit don't work because they're not seriously intended, the intention here being instead to remain consistently cute.",rotten
265,Jojo Rabbit,Jojo Rabbit is bold in its inversion of expectations and its reimagining of a familiar subject. There's nothing trivial about it.,fresh
266,Jojo Rabbit,"A pointless Hitler-spoofy YA adventure with a 12A certificate, obtusely accentuating little-kid cuteness and optimism amid the quaintly imagined non-horror.",rotten
267,Jojo Rabbit,A staggeringly ill-conceived satire that completely fails to explore its own premise.,rotten
268,Jojo Rabbit,"""Jojo Rabbit"" is a smart, accessible, inclusive film that opens doors at a time when many are slamming them shut. It's a celebration of the gift of life that's inviting you to dance with it. So dance with it.",fresh
269,Jojo Rabbit,The ingredients are appetizing but the final mixture curdles.,rotten
270,Jojo Rabbit,"Playful, funny and relevant to the world we live in today, Jojo Rabbit condemns violence with a gaze that dances with adolescent imagination taking hold over itself.",fresh
271,Jojo Rabbit,The film is technically starting from the same premise that racists are working on -- that marginalized people have to work to prove their humanity.,rotten
272,Jojo Rabbit,Waititi's film is very much an anti-hate satire.,fresh
273,Jojo Rabbit,"Waititi's voice is so clear through every element of the film, allowing it to walk the fine line necessary for effective satire.",fresh
274,Jojo Rabbit,There is no question that Waititi is talented and can make a quality product....,fresh
275,Jojo Rabbit,"Waititi wisely chooses to stay with Jojo's path of growth for the majority of the time, wherein he deftly mixes humor with the struggle of growing up and the occasional note of tragedy.",fresh
276,Spies in Disguise,"The film plays, in part, as a sort of James Bond knockoff - a conceit about as tired as can be - but it is neither sharp enough to be a satire nor exciting enough to work as an homage.",rotten
277,Spies in Disguise,"It's not nearly as fun or as entertaining as it should be ... It's serviceable, it's perfectly fine, and passes the time, but these days, your animation game needs to be better.",rotten
278,Spies in Disguise,An impeccable film in its technical part. [Full Review in Spanish],fresh
279,Spies in Disguise,Troy Quane and Nick Bruno direct a winning proposal when they avoid taking seriously what they deliver. [Full review in Spanish],fresh
280,Spies in Disguise,A low-flying buddy movie. [Full review in Spanish],rotten
281,Spies in Disguise,A delicious plate full of action and suspense. [Full Review in Spanish],fresh
282,Spies in Disguise,"It's not a masterpiece, but it's far from being just a distraction or worse, a complete waste of time.",fresh
283,Spies in Disguise,"Spies in Disguise has a lightness in its humor and a thoughtfulness in its discussion of how to solve problems, with a great voice acting turn from Will Smith.",fresh
284,Spies in Disguise,"While the spy stuff is fun, the heart of Spies lies in the relationship between Lance and Walter, specifically on how Lance grows from their friendship.",fresh
285,Spies in Disguise,Reeks of cynical calculation.,rotten
286,Spies in Disguise,"It's bright and breezy from start to finish, with an intelligent and humorous script, and engaging voice performances from Smith, Holland and Mendelsohn.",fresh
287,Spies in Disguise,"This is a perfectly enjoyable popcorn entertainment, a family-friendly time killer that will engage you while it's in front of you, then slip out of your mind completely until, three months later, you recognize the title on your streaming index.",fresh
288,Seberg,"Kristen Stewart does fierce work as the radicalized '60s actress, but the biopic too often wanders elsewhere.",rotten
289,Seberg,"""Seberg"" provides a chance from Stewart to move from hubris and naïvete, to fear and paranoia, and finally to a kind of fragmentation.",fresh
290,Seberg,Everything about this is so superficial and the dialogue spells out absolutely everything.,rotten
291,Seberg,"The chief problem with Seberg, as is often the case with biopics, is that the filmmakers never really find the character underlying the historical figure.",rotten
292,Seberg,"It's an indulgent picture, a performance in search of a vehicle, a feat of set-dressing rather than the engrossing drama Jean Seberg deserved.",rotten
293,Seberg,"Alas, Australian director Benedict Andrews has no insight into this tragic story. He's more interested in making Seberg palatable to viewers who might see her as a Left-wing extremist or, indeed, a liberal phoney.",rotten
294,Seberg,"Full of would-be riveting moral conundrums, it devolves into cliché agent-with-a-conscience moments and clunky ""Conversation""-like paranoia.",rotten
295,Seberg,Never quite jells into the tragic jeremiad and Oscar bait it was intended to be.,rotten
296,Seberg,A breathless story rendered wheezy.,rotten
297,Seberg,"The married actress' relationship with a black activist (Anthony Mackie) gave notorious J. Edgar Hoover's FBI room to ruin more than a career, perhaps even with a few twists we never heard about.",rotten
298,Seberg,"One star playing another makes for a layer-cake performance, but the script does her no favours.",rotten
299,Seberg,An infuriatingly and almost insultingly bad movie.,rotten
300,Downhill,"What's that hurtling down the piste? Another rubbish US remake of a European art-house hit? Actually, no. This version of Force Majeure... isn't quite as wonderfully unsettling, but it's not far off.",fresh
301,Downhill,Allow me to save you some time and money: Force Majeure is streaming on Amazon Prime.,rotten
302,Downhill,"Ferrell and Louis-Dreyfus do a fine job of playing up the mundane minutiae of couple life against a major, character-defining moment. You may see yourself in them; you'll definitely be glad you're not them.",fresh
303,Downhill,"The Stantons have no politics, no culture, no family background, no range of experience, no interests, no habits, no expressions, no style-no substance and no depth.",rotten
304,Downhill,"Don't blame the actors for the film's failure, though. It isn't their fault that the dialogue is boring, or that things move at a ski lift pace, or that the movie goes on and on and on and on and on, much like this sentence.",rotten
305,Downhill,"It's a watered-down version of the original, but it's still pretty good: neither wise nor profound, yet sometimes smart and with sharp elbows - especially if you have nothing with which to compare it.",fresh
306,Downhill,"You can see the good film that it could have been, annoyingly close and maddeningly out of reach.",rotten
307,Downhill,"Downhill isn't as dramatic as it can be, and as a comedy, it's not laugh-out-loud funny, but there's a certain charm in seeing the two comedy actors together in something a bit more serious.",fresh
308,Downhill,"Louis-Dreyfus is on form, but her co-star's miscasting and the script's general thinness mean Nat Faxon and Jim Rash's film can't live up to Force Majeure, the 2014 Swedish movie on which it's based.",rotten
309,Downhill,"A grating, gentrified mess that reflects Ugly Americanisms, both as a production and as cinematic narrative.",rotten
310,Downhill,"If you walk into Downhill expecting a comedy, you'll be disappointed. And if you're hoping for a worthy remake of a great original, you'll be appalled.",rotten
311,Downhill,"It's funny, well-observed and altogether terrific.",fresh
312,Just Mercy,"In Just Mercy, we witness systemic racism at every level of the legal system, from a corrupt sheriff to a racist judge.",fresh
313,Just Mercy,Cretton offers transcendental moments that are so eloquent and genuinely empathetic toward its main characters. [Full Review in Spanish],fresh
314,Just Mercy,"Just Mercy is a deeply moving film, a human story about injustice and justice and how intangible and ephemeral they both really are.",fresh
315,Just Mercy,An important film that unfortunately falls into too many conventions. [Full Review in Spanish],rotten
316,Just Mercy,[Jamie Foxx] offers one of those performances that often garners awards. [Full review in Spanish],fresh
317,Just Mercy,"What makes this film particularly valuable is the effective dramatic story, the sociopolitical implications of the case, and above all the excellent performances of the protagonists Michael B. Jordan and Jamie Foxx. [Full Review in Spanish]",fresh
318,Just Mercy,"Just Mercy will leave little trace in both the history of the cinema and the memory of its spectators. But that trail, of course, will be formed by good memories. [Full review in Spanish]",fresh
319,Just Mercy,"Yes, the story is touching, but the movie generates more pity than anger. A mistake, once racism in the United States remains as rampant as ever. [Full Review in Spanish]",rotten
320,Just Mercy,Constructed with such consummate competence and care that the inevitable courtroom theatrics just about avoid veering into melodramatic pulp.,fresh
321,Just Mercy,"A competent, if predictable, treatment of Bryan Stevenson's bestselling book.",fresh
322,Just Mercy,"A time or two you may find the sides of your eyes stinging. Just Mercy is a great film, that is, if you're emotionally and mentally ready for it.",fresh
323,Just Mercy,...a testament to what talented actors can do with material that might otherwise be stifling.,fresh
324,The Assistant,"It is a sombre, realist study of what day-by-day, moment-by-moment abuse actually looks like.",fresh
325,The Assistant,"Green, the first filmmaker to give narrative voice to this subject, posits her day in the life of a witness to workplace gangrene as a grueling example of cinema as frustration.",fresh
326,The Assistant,"You leave ""The Assistant"" thinking about why some of us are invisible and some of us don't notice - and about how evil lives in the places from which we look away.",fresh
327,The Assistant,No blood is shed. No bodies turn up. And yet The Assistant is one seriously chilling monster movie.,fresh
328,The Assistant,"The film succeeds in showing how men with power can openly do essentially whatever they want as long as their company is successful, but it still left me wanting something more.",fresh
329,The Assistant,"Green shows us nothing lurid, nothing explicit. Instead she lets the toxicity build, bit by bit, until it's seeped in everywhere. That's powerful, and that's worse, too.",fresh
330,The Assistant,"By dropping us into a profoundly realistic portrait of what many women actually endure, [director Kitty Green] attempts to tell the story in a language we can understand.",fresh
331,The Assistant,"Has the benefit of relevance to the current news cycle, but it's about something much larger even than the famous convicted felon who threw his weight around Hollywood.",fresh
332,The Assistant,"For such a quietly paced film, The Assistant certainly tackles a very serious topic through an intensely contemplative lens. They've created a rare piece of cinema that is able to dramatize a distinctly horrific topic in the most unassuming way.",fresh
333,The Assistant,"Don't let the low key vibe betray the intense grip this movie has for any woman aspiring to make her way and succeed in any career. Writer/Director Kitty Green's first feature film is quiet, but powerfully loud.",fresh
334,The Assistant,The Assistant quietly exposes the complicity that protects powerful predators.,fresh
335,The Assistant,"However, observing and listening leads to a change of beliefs and justice among impenetrable power. While it's thin on plot, THE ASSISTANT finds relevance by being unfortunately timely.",fresh
